Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"rightClick(findTestObject(""Object Repository/Page_DEMOQA/button_Right Click Me""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:08,14-03-2025 13:31:09,0.963s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Click Me""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:09,14-03-2025 13:31:41,31.435s,PASSED
,,,,,,,
Test Cases/POSITIVE - Add Table DemoQA,Chrome 134.0.6998.89,,,14-03-2025 13:31:41,14-03-2025 13:31:55,14.407s,PASSED
"openBrowser("""")",Chrome 134.0.6998.89,,,14-03-2025 13:31:41,14-03-2025 13:31:42,1.080s,PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:42,14-03-2025 13:31:47,4.804s,PASSED
maximizeWindow(),Chrome 134.0.6998.89,,,14-03-2025 13:31:47,14-03-2025 13:31:47,0.565s,PASSED
"click(findTestObject(""Page_DEMOQA/h5_Elements""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:47,14-03-2025 13:31:48,0.873s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/span_Web Tables""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:48,14-03-2025 13:31:50,1.495s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Add""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:50,14-03-2025 13:31:51,0.887s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_First Name_firstName""), ""JOKO"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:51,14-03-2025 13:31:52,1.080s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Last Name_lastName""), ""santoso"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:52,14-03-2025 13:31:52,0.505s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Email_userEmail""), ""jokofomo@gmail.com"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:52,14-03-2025 13:31:53,0.504s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Age_age""), ""17"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:53,14-03-2025 13:31:53,0.486s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Salary_salary""), ""1000000000"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:53,14-03-2025 13:31:54,0.505s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Department_department""), ""matahari dept store"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:54,14-03-2025 13:31:54,0.517s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 134.0.6998.89,,,14-03-2025 13:31:54,14-03-2025 13:31:55,0.275s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Add_searchBox""), ""joko"")",Chrome 134.0.6998.89,,,14-03-2025 13:31:55,14-03-2025 13:31:55,0.756s,PASSED
